"IP","Categories","ReportDate","Comment"
"158.220.126.215","4,19","2025-01-14T14:05:14+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"
"173.249.33.122","4,19","2025-01-14T14:05:14+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36"
"163.116.228.50","4,19","2025-01-14T14:05:14+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36"
"156.67.105.66","4,19","2025-01-14T14:05:14+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
"100.42.176.24","4,19","2025-01-14T14:05:14+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36"
"38.242.219.218","4,19","2025-01-14T14:05:14+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
"2a02:c206:2210:8572::1","4,19","2025-01-14T14:05:14+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
"112.170.18.175","4,19","2025-01-14T14:05:37+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36"
"185.213.25.89","4,19","2025-01-14T14:05:14+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36"
"218.190.242.92","4,19","2025-01-14T14:05:14+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36"
"171.250.125.163","4,19","2025-01-14T14:05:15+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36"
"163.116.228.108","4,19","2025-01-14T14:05:35+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36"
"138.113.23.145","4,19","2025-01-14T14:05:15+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"
"8.243.126.136","4,19","2025-01-14T14:05:15+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"
"170.81.242.90","4,19","2025-01-14T14:05:16+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36"
"103.222.249.195","4,19","2025-01-14T14:05:16+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36"
"139.186.130.170","4,19","2025-01-14T14:05:16+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36"
"194.163.142.98","4,19","2025-01-14T14:05:19+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36"
"2.58.82.42","4,19","2025-01-14T14:05:16+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
"94.182.174.82","4,19","2025-01-14T14:05:17+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36"
"194.163.167.48","4,19","2025-01-14T14:05:17+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
"185.245.183.132","4,19","2025-01-14T14:05:18+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"
"221.158.146.191","4,19","2025-01-14T14:05:18+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36"
"139.59.36.226","4,19","2025-01-14T14:05:57+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36"
"185.239.208.96","4,19","2025-01-14T14:05:30+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36"
"72.135.224.228","4,19","2025-01-14T14:05:19+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
"57.128.159.156","4,19","2025-01-14T14:05:19+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
"2001:648:2ffc:1227:a800:ff:feab:7cc1","4,19","2025-01-14T14:05:20+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36"
"5.183.117.254","4,19","2025-01-14T14:05:20+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36"
"51.15.168.34","4,19","2025-01-14T14:05:20+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36"
"2407:3640:2199:3385::1","4,19","2025-01-14T14:05:20+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
"8.219.148.107","4,19","2025-01-14T14:05:20+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36"
"59.58.235.255","4,19","2025-01-14T14:05:20+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"
"208.89.96.187","4,19","2025-01-14T14:05:20+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36"
"66.29.138.31","4,19","2025-01-14T14:05:20+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36"
"8.215.56.73","4,19","2025-01-14T14:05:20+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36"
"240e:378:1801:24b9:2c42:5d7b:ee45:d672","4,19","2025-01-14T14:05:20+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36"
"176.126.111.230","4,19","2025-01-14T14:05:21+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36"
"2407:3640:2199:3384::1","4,19","2025-01-14T14:05:20+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36"
"193.36.118.37","4,19","2025-01-14T14:05:21+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36"
"162.144.33.212","4,19","2025-01-14T14:05:23+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36"
"119.204.64.219","4,19","2025-01-14T14:05:22+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"
"86.96.113.4","4,19","2025-01-14T14:05:23+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36"
"159.255.146.67","4,19","2025-01-14T14:05:23+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36"
"84.247.160.20","4,19","2025-01-14T14:05:23+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36"
"94.182.94.43","4,19","2025-01-14T14:06:03+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36"
"152.32.174.227","4,19","2025-01-14T14:05:23+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36"
"89.110.76.59","4,19","2025-01-14T14:05:23+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36"
"5.250.180.187","4,19","2025-01-14T14:05:23+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
"85.159.104.100","4,19","2025-01-14T14:05:23+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36"
"203.91.65.3","4,19","2025-01-14T14:05:24+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36"
"73.95.102.37","4,19","2025-01-14T14:05:25+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36"
"206.119.167.43","4,19","2025-01-14T14:05:25+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36"
"103.194.184.18","4,19","2025-01-14T14:05:26+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36"
"2a02:c206:2214:2162::1","4,19","2025-01-14T14:05:25+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36"
"115.73.2.108","4,19","2025-01-14T14:05:31+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36"
"60.255.52.14","4,19","2025-01-14T14:05:25+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
"185.231.181.21","4,19","2025-01-14T14:05:26+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36"
"185.205.244.8","4,19","2025-01-14T14:05:26+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36"
"36.138.166.104","4,19","2025-01-14T14:05:26+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36"
"108.201.44.100","4,19","2025-01-14T14:05:26+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36"
"175.106.8.204","4,19","2025-01-14T14:05:26+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36"
"36.7.59.248","4,19","2025-01-14T14:05:27+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36"
"84.247.166.125","4,19","2025-01-14T14:05:27+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36"
"2400:8500:1801:400:118:27:1:114","4,19","2025-01-14T14:05:30+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36"
"157.90.185.98","4,19","2025-01-14T14:05:28+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36"
"142.4.210.26","4,19","2025-01-14T14:05:28+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36"
"103.84.206.250","4,19","2025-01-14T14:05:28+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36"
"168.121.77.170","4,19","2025-01-14T14:05:28+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36"
"167.71.211.238","4,19","2025-01-14T14:05:29+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36"
"45.15.156.27","4,19","2025-01-14T14:05:29+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
"8.218.119.80","4,19","2025-01-14T14:05:30+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36"
"31.133.1.13","4,19","2025-01-14T14:05:29+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36"
"180.254.116.87","4,19","2025-01-14T14:05:29+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36"
"158.220.126.85","4,19","2025-01-14T14:05:29+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"
"84.247.160.254","4,19","2025-01-14T14:05:29+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36"
"178.128.115.190","4,19","2025-01-14T14:05:30+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
"49.207.181.121","4,19","2025-01-14T14:05:30+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36"
"221.130.127.58","4,19","2025-01-14T14:05:30+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36"
"180.104.208.236","4,19","2025-01-14T14:05:30+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36"
"103.145.78.8","4,19","2025-01-14T14:05:30+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36"
"36.138.166.63","4,19","2025-01-14T14:05:30+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36"
"172.87.24.206","4,19","2025-01-14T14:05:47+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36"
"109.135.16.145","4,19","2025-01-14T14:05:31+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36"
"34.69.198.29","4,19","2025-01-14T14:05:32+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
"80.65.211.223","4,19","2025-01-14T14:05:32+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36"
"74.50.83.146","4,19","2025-01-14T14:06:02+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36"
"49.115.217.139","4,19","2025-01-14T14:05:32+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
"103.191.132.30","4,19","2025-01-14T14:05:32+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36"
"46.38.238.133","4,19","2025-01-14T14:05:32+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36"
"38.242.213.185","4,19","2025-01-14T14:05:33+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36"
"36.142.130.43","4,19","2025-01-14T14:05:43+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36"
"38.242.214.132","4,19","2025-01-14T14:05:32+01:00","DDoS Attack (630.00 rps): HTTP requests with unusual HTTP headers or URI path (signature #57). UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36"
